gender,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-99,100+
Female,0.0006785181164337087,0.007989347536617843,0.007228044813877846,0.008165019338203695,0.008694325808419768,0.009143890675241158,0.010059766850109474,0.009641322809471475,0.009946081767261687,0.006271379703534778,0.004072134962187318
Male,0.0010751403655477243,0.0037373198077949813,0.005979631878912454,0.006123310810810811,0.00437265291424456,0.0048817881061889775,0.006358672223020549,0.006678293419541452,0.00714975845410628,0.0059355568117580556,0.006071118820468344
